simulation_id,mu,Delta,chi,p,k,tauc,sleep_time,bedtime,number_of_switches,dlmo,x_f,xc_f,n_f,H_f,S_f
85,19.0,6.0,11.0,0.6499999999999999,0.55,23.8,7.524999999999999,21.995,2.0,19.66,-0.8209195397632556,-0.6612643102781579,0.15553772802774923,13.869018422871756,1.0
86,19.0,6.0,11.0,0.6499999999999999,0.55,23.95,7.629999999999999,22.19,2.0,19.990000000000002,-0.7807478932892434,-0.7334567866508584,0.15553772802774923,14.078252404684566,1.0
87,19.0,6.0,11.0,0.6499999999999999,0.55,24.1,7.594999999999999,22.400000000000002,2.0,20.3,-0.734058878686963,-0.7976316929947845,0.15553772802774923,14.362894847380227,1.0
88,19.0,6.0,11.0,0.6499999999999999,0.55,24.25,7.460000000000001,22.535,2.0,20.605,-0.6824327751254978,-0.8541332279045891,0.15553772802774923,14.591763231989084,1.0
89,19.0,6.0,11.0,0.6499999999999999,0.55,24.4,7.330000000000002,22.665,2.0,20.900000000000002,-0.6263602230317457,-0.9041606267853582,0.15553772802774923,14.81482568016601,1.0
90,19.0,6.0,11.0,0.6499999999999999,0.625,23.8,7.465,21.995,2.0,19.53,-0.8364971643221728,-0.6293487923356443,0.15553772802774923,13.890751781231897,1.0
91,19.0,6.0,11.0,0.6499999999999999,0.625,23.95,7.609999999999999,22.07,2.0,19.865000000000002,-0.8000218360238168,-0.7055768167773405,0.15553772802774923,13.932698419562522,1.0
92,19.0,6.0,11.0,0.6499999999999999,0.625,24.1,7.655000000000001,22.34,2.0,20.18,-0.7567095921595791,-0.772818802416382,0.15553772802774923,14.262073691850862,1.0
93,19.0,6.0,11.0,0.6499999999999999,0.625,24.25,7.525000000000002,22.47,2.0,20.485,-0.7083163356843565,-0.83174331364698,0.15553772802774923,14.481216694356945,1.0
94,19.0,6.0,11.0,0.6499999999999999,0.625,24.4,7.395,22.6,2.0,20.775000000000002,-0.6554764838221272,-0.8838137870923007,0.15553772802774923,14.702867865864704,1.0
95,19.0,6.0,11.0,0.6499999999999999,0.7,23.8,7.395,21.995,2.0,19.395,-0.8501507803300404,-0.5949222630006654,0.15553772802774923,13.91595799061812,1.0
96,19.0,6.0,11.0,0.6499999999999999,0.7,23.95,7.574999999999999,21.995,2.0,19.740000000000002,-0.8175672184413855,-0.6760181408859649,0.15553772802774923,13.85081651537289,1.0
97,19.0,6.0,11.0,0.6499999999999999,0.7,24.1,7.664999999999999,22.240000000000002,2.0,20.060000000000002,-0.7779347496075022,-0.7464020382461827,0.15553772802774923,14.129057853558697,1.0
98,19.0,6.0,11.0,0.6499999999999999,0.7,24.25,7.585000000000001,22.41,2.0,20.365000000000002,-0.7324046329229583,-0.808499261601535,0.15553772802774923,14.372166592553423,1.0
99,19.0,6.0,11.0,0.6499999999999999,0.7,24.4,7.460000000000001,22.535,2.0,20.655,-0.6826276010939671,-0.8628036023733295,0.15553772802774923,14.59166673677557,1.0
100,19.0,6.0,11.0,0.7,0.4,23.8,7.584999999999997,22.115000000000002,2.0,19.89,-0.7869074759242349,-0.7138181000858044,0.15086738934325503,13.999053157909628,1.0
101,19.0,6.0,11.0,0.7,0.4,23.95,7.605,22.39,2.0,20.225,-0.7374197520724246,-0.7824590766799064,0.15086738934325503,14.346053108494827,1.0
102,19.0,6.0,11.0,0.7,0.4,24.1,7.460000000000001,22.535,2.0,20.55,-0.6818770063082731,-0.8431661048890485,0.15086738934325503,14.591763231989084,1.0
103,19.0,6.0,11.0,0.7,0.4,24.25,7.310000000000002,22.685,2.0,20.87,-0.6207892316504412,-0.897035333280949,0.15086738934325503,14.84160023022087,1.0
104,19.0,6.0,11.0,0.7,0.4,24.4,7.164999999999999,22.830000000000002,2.0,21.185000000000002,-0.554703208283002,-0.944512009689384,0.15086738934325503,15.101766341287775,1.0
105,19.0,6.0,11.0,0.7,0.475,23.8,7.57,21.995,2.0,19.765,-0.8060913182117209,-0.6853247329100248,0.15086738934325503,13.85284389690452,1.0
106,19.0,6.0,11.0,0.7,0.475,23.95,7.635000000000002,22.3,2.0,20.1,-0.7605783317492983,-0.7566441385430992,0.15086738934325503,14.217666737720275,1.0
107,19.0,6.0,11.0,0.7,0.475,24.1,7.525000000000002,22.47,2.0,20.425,-0.7083769033949407,-0.8201506067507832,0.15086738934325503,14.481216694356945,1.0
108,19.0,6.0,11.0,0.7,0.475,24.25,7.385000000000002,22.61,2.0,20.740000000000002,-0.6509936289126722,-0.8760518545485855,0.15086738934325503,14.720131284674514,1.0
109,19.0,6.0,11.0,0.7,0.475,24.4,7.240000000000002,22.755,2.0,21.05,-0.5888249991783938,-0.9253809048273667,0.15086738934325503,14.970706637375335,1.0
110,19.0,6.0,11.0,0.7,0.55,23.8,7.515000000000001,21.995,2.0,19.635,-0.8235083252398115,-0.6551808943216085,0.15086738934325503,13.87285133724286,1.0
111,19.0,6.0,11.0,0.7,0.55,23.95,7.625,22.18,2.0,19.975,-0.781680879137241,-0.7300668714038582,0.15086738934325503,14.067251526807249,1.0
112,19.0,6.0,11.0,0.7,0.55,24.1,7.59,22.405,2.0,20.305,-0.7329774743151458,-0.7963326996774625,0.15086738934325503,14.37132146006492,1.0
113,19.0,6.0,11.0,0.7,0.55,24.25,7.455000000000002,22.54,2.0,20.615000000000002,-0.6790607156348646,-0.8544638524614363,0.15086738934325503,14.607963083699236,1.0
114,19.0,6.0,11.0,0.7,0.55,24.4,7.315000000000001,22.68,2.0,20.92,-0.6204656370266816,-0.9057373752223851,0.15086738934325503,14.84073370310163,1.0
115,19.0,6.0,11.0,0.7,0.625,23.8,7.449999999999999,21.995,2.0,19.505,-0.8391235462132173,-0.6229877044177962,0.15086738934325503,13.896166623317256,1.0
116,19.0,6.0,11.0,0.7,0.625,23.95,7.605,22.06,2.0,19.855,-0.8010701154012565,-0.7021102046002439,0.15086738934325503,13.921970746129018,1.0
117,19.0,6.0,11.0,0.7,0.625,24.1,7.655000000000001,22.34,2.0,20.18,-0.7558067234481172,-0.7715507418414915,0.15086738934325503,14.262073691850862,1.0
118,19.0,6.0,11.0,0.7,0.625,24.25,7.515000000000001,22.48,2.0,20.495,-0.7051922005642065,-0.8321666847844812,0.15086738934325503,14.49054762967748,1.0
119,19.0,6.0,11.0,0.7,0.625,24.4,7.379999999999999,22.615000000000002,2.0,20.795,-0.6499152301014219,-0.8855255718169136,0.15086738934325503,14.720992315038522,1.0
120,19.0,6.0,11.0,0.7,0.7,23.8,7.384999999999998,21.995,2.0,19.365000000000002,-0.852836529625856,-0.5882111729171163,0.15086738934325503,13.91972558681396,1.0
121,19.0,6.0,11.0,0.7,0.7,23.95,7.57,21.995,2.0,19.725,-0.8187590298772022,-0.6724607046308875,0.15086738934325503,13.852823266534212,1.0
122,19.0,6.0,11.0,0.7,0.7,24.1,7.66,22.240000000000002,2.0,20.060000000000002,-0.7772358925953875,-0.7451764372446397,0.15086738934325503,14.130938170692787,1.0
123,19.0,6.0,11.0,0.7,0.7,24.25,7.580000000000002,22.415,2.0,20.375,-0.7295395360543322,-0.8090330912049388,0.15086738934325503,14.388186180623638,1.0
124,19.0,6.0,11.0,0.7,0.7,24.4,7.449999999999999,22.545,2.0,20.675,-0.6773954947618619,-0.8646690136680499,0.15086738934325503,14.608828445277883,1.0
